FastEstimator-Start: step: 1; num_device: 1; logging_interval: 100;
FastEstimator-Eval: step: 12000; epoch: 8; total_loss: 0.63736004; mAP: 0.11747521148725719; AP50: 0.21243369170903703; AP75: 0.118321154987088;
FastEstimator-Train: step: 12100; total_loss: 0.5191399; steps/sec: 3.82;
FastEstimator-Train: step: 12200; total_loss: 0.5512965; steps/sec: 3.93;
FastEstimator-Train: step: 12300; total_loss: 0.5549486; steps/sec: 3.93;
FastEstimator-Train: step: 12400; total_loss: 0.56085; steps/sec: 3.94;
FastEstimator-Train: step: 12500; total_loss: 0.6174431; steps/sec: 3.92;
FastEstimator-Train: step: 12600; total_loss: 0.607547; steps/sec: 3.94;
FastEstimator-Train: step: 12700; total_loss: 0.6119047; steps/sec: 3.95;
FastEstimator-Train: step: 12800; total_loss: 0.60126805; steps/sec: 3.94;
FastEstimator-Train: step: 12900; total_loss: 0.6143001; steps/sec: 3.94;
FastEstimator-Train: step: 13000; total_loss: 0.6215261; steps/sec: 3.95;
FastEstimator-Train: step: 13100; total_loss: 0.5777653; steps/sec: 3.94;
FastEstimator-Train: step: 13200; total_loss: 0.5421353; steps/sec: 3.94;
FastEstimator-Train: step: 13300; total_loss: 0.7293273; steps/sec: 3.94;
FastEstimator-Train: step: 13400; total_loss: 0.57743055; steps/sec: 3.94;
FastEstimator-Train: step: 13500; total_loss: 0.58582246; steps/sec: 3.92;
FastEstimator-Train: step: 13500; epoch: 9; epoch_time: 381.74 sec;
FastEstimator-Eval: step: 13500; epoch: 9; total_loss: 0.61822283; mAP: 0.12525588393589732; AP50: 0.22718408428728096; AP75: 0.12289261066118161;
FastEstimator-Train: step: 13600; total_loss: 0.57747996; steps/sec: 3.84;
FastEstimator-Train: step: 13700; total_loss: 0.5381353; steps/sec: 3.97;
FastEstimator-Train: step: 13800; total_loss: 0.52396995; steps/sec: 3.95;
FastEstimator-Train: step: 13900; total_loss: 0.552127; steps/sec: 3.97;
FastEstimator-Train: step: 14000; total_loss: 0.66412234; steps/sec: 3.95;
FastEstimator-Train: step: 14100; total_loss: 0.47641355; steps/sec: 3.93;
FastEstimator-Train: step: 14200; total_loss: 0.64215195; steps/sec: 3.94;
FastEstimator-Train: step: 14300; total_loss: 0.5864337; steps/sec: 3.93;
FastEstimator-Train: step: 14400; total_loss: 0.66628015; steps/sec: 3.94;
FastEstimator-Train: step: 14500; total_loss: 0.4904611; steps/sec: 3.95;
FastEstimator-Train: step: 14600; total_loss: 0.5886152; steps/sec: 3.94;
FastEstimator-Train: step: 14700; total_loss: 0.5893909; steps/sec: 3.93;
FastEstimator-Train: step: 14800; total_loss: 0.58542764; steps/sec: 3.95;
FastEstimator-Train: step: 14900; total_loss: 0.5217337; steps/sec: 3.93;
FastEstimator-Train: step: 15000; total_loss: 0.6027908; steps/sec: 3.93;
FastEstimator-Train: step: 15000; epoch: 10; epoch_time: 381.23 sec;
FastEstimator-Eval: step: 15000; epoch: 10; total_loss: 0.6072501; mAP: 0.13229022559626763; AP50: 0.23479254479181916; AP75: 0.13325402172803133;
FastEstimator-Train: step: 15100; total_loss: 0.56427556; steps/sec: 3.83;
FastEstimator-Train: step: 15200; total_loss: 0.5026716; steps/sec: 3.94;
FastEstimator-Train: step: 15300; total_loss: 0.52210045; steps/sec: 3.91;
FastEstimator-Train: step: 15400; total_loss: 0.58467805; steps/sec: 3.94;
FastEstimator-Train: step: 15500; total_loss: 0.52597517; steps/sec: 3.95;
FastEstimator-Train: step: 15600; total_loss: 0.497534; steps/sec: 3.94;
FastEstimator-Train: step: 15700; total_loss: 0.51850486; steps/sec: 3.95;
FastEstimator-Train: step: 15800; total_loss: 0.6393505; steps/sec: 3.93;
FastEstimator-Train: step: 15900; total_loss: 0.4730581; steps/sec: 3.94;
FastEstimator-Train: step: 16000; total_loss: 0.5193056; steps/sec: 3.95;
FastEstimator-Train: step: 16100; total_loss: 0.58315164; steps/sec: 3.93;
FastEstimator-Train: step: 16200; total_loss: 0.5128706; steps/sec: 3.92;
FastEstimator-Train: step: 16300; total_loss: 0.49688333; steps/sec: 3.95;
FastEstimator-Train: step: 16400; total_loss: 0.45178196; steps/sec: 3.94;
FastEstimator-Train: step: 16500; total_loss: 0.5309051; steps/sec: 3.93;
FastEstimator-Train: step: 16500; epoch: 11; epoch_time: 381.65 sec;
FastEstimator-Eval: step: 16500; epoch: 11; total_loss: 0.60746413; mAP: 0.13286074763703432; AP50: 0.23737129765490328; AP75: 0.13379522183549414;
FastEstimator-Train: step: 16600; total_loss: 0.5374218; steps/sec: 3.85;
FastEstimator-Train: step: 16700; total_loss: 0.55698735; steps/sec: 3.96;
FastEstimator-Train: step: 16800; total_loss: 0.41592813; steps/sec: 3.96;
FastEstimator-Train: step: 16900; total_loss: 0.47406593; steps/sec: 3.93;
FastEstimator-Train: step: 17000; total_loss: 0.5272311; steps/sec: 3.95;
FastEstimator-Train: step: 17100; total_loss: 0.4345215; steps/sec: 3.94;
FastEstimator-Train: step: 17200; total_loss: 0.5105923; steps/sec: 3.94;
FastEstimator-Train: step: 17300; total_loss: 0.52851534; steps/sec: 3.93;
FastEstimator-Train: step: 17400; total_loss: 0.45383474; steps/sec: 3.95;
FastEstimator-Train: step: 17500; total_loss: 0.4770276; steps/sec: 3.96;
FastEstimator-Train: step: 17600; total_loss: 0.55893266; steps/sec: 3.93;
FastEstimator-Train: step: 17700; total_loss: 0.4949393; steps/sec: 3.96;
FastEstimator-Train: step: 17800; total_loss: 0.56294453; steps/sec: 3.95;
FastEstimator-Train: step: 17900; total_loss: 0.49171597; steps/sec: 3.95;
FastEstimator-Train: step: 18000; total_loss: 0.49599922; steps/sec: 3.91;
FastEstimator-Train: step: 18000; epoch: 12; epoch_time: 380.98 sec;
FastEstimator-Eval: step: 18000; epoch: 12; total_loss: 0.5937983; mAP: 0.1383342570586457; AP50: 0.24723987701437736; AP75: 0.1387495046414603;
FastEstimator-Train: step: 18100; total_loss: 0.47303444; steps/sec: 3.85;
FastEstimator-Train: step: 18200; total_loss: 0.46876466; steps/sec: 3.94;
FastEstimator-Train: step: 18300; total_loss: 0.5776375; steps/sec: 3.95;
FastEstimator-Train: step: 18400; total_loss: 0.53904426; steps/sec: 3.96;
FastEstimator-Train: step: 18500; total_loss: 0.5610932; steps/sec: 3.96;
FastEstimator-Train: step: 18600; total_loss: 0.51603335; steps/sec: 3.94;
FastEstimator-Train: step: 18700; total_loss: 0.5277134; steps/sec: 3.93;
FastEstimator-Train: step: 18800; total_loss: 0.58241606; steps/sec: 3.93;
FastEstimator-Train: step: 18900; total_loss: 0.42969242; steps/sec: 3.94;
FastEstimator-Train: step: 19000; total_loss: 0.47992912; steps/sec: 3.95;
FastEstimator-Train: step: 19100; total_loss: 0.52240604; steps/sec: 3.94;
FastEstimator-Train: step: 19200; total_loss: 0.4687838; steps/sec: 3.95;
FastEstimator-Train: step: 19300; total_loss: 0.47241735; steps/sec: 3.94;
FastEstimator-Train: step: 19400; total_loss: 0.46521166; steps/sec: 3.92;
FastEstimator-Train: step: 19500; total_loss: 0.43788284; steps/sec: 3.93;
FastEstimator-Train: step: 19500; epoch: 13; epoch_time: 381.24 sec;
FastEstimator-Eval: step: 19500; epoch: 13; total_loss: 0.6124977; mAP: 0.1330200608765038; AP50: 0.23631600080935883; AP75: 0.13226227351612568;
FastEstimator-Train: step: 19600; total_loss: 0.500361; steps/sec: 3.86;
FastEstimator-Train: step: 19700; total_loss: 0.5370158; steps/sec: 3.96;
FastEstimator-Train: step: 19800; total_loss: 0.6114782; steps/sec: 3.93;
FastEstimator-Train: step: 19900; total_loss: 0.5491923; steps/sec: 3.94;
FastEstimator-Train: step: 20000; total_loss: 0.4752155; steps/sec: 3.92;
FastEstimator-Train: step: 20100; total_loss: 0.6223383; steps/sec: 3.95;
FastEstimator-Train: step: 20200; total_loss: 0.48459554; steps/sec: 3.93;
FastEstimator-Train: step: 20300; total_loss: 0.43522412; steps/sec: 3.93;
FastEstimator-Train: step: 20400; total_loss: 0.41341087; steps/sec: 3.93;
FastEstimator-Train: step: 20500; total_loss: 0.50736856; steps/sec: 3.94;
FastEstimator-Train: step: 20600; total_loss: 0.4731971; steps/sec: 3.94;
FastEstimator-Train: step: 20700; total_loss: 0.47975138; steps/sec: 3.96;
FastEstimator-Train: step: 20800; total_loss: 0.57172805; steps/sec: 3.93;
FastEstimator-Train: step: 20900; total_loss: 0.46661165; steps/sec: 3.93;
FastEstimator-Train: step: 21000; total_loss: 0.44299272; steps/sec: 3.94;
FastEstimator-Train: step: 21000; epoch: 14; epoch_time: 381.53 sec;
FastEstimator-Eval: step: 21000; epoch: 14; total_loss: 0.5892995; mAP: 0.14400070654623734; AP50: 0.25579069844288116; AP75: 0.14482558440058604;
FastEstimator-Train: step: 21100; total_loss: 0.46194232; steps/sec: 3.85;
FastEstimator-Train: step: 21200; total_loss: 0.4290202; steps/sec: 3.94;
FastEstimator-Train: step: 21300; total_loss: 0.4855268; steps/sec: 3.94;
FastEstimator-Train: step: 21400; total_loss: 0.4581316; steps/sec: 3.93;
FastEstimator-Train: step: 21500; total_loss: 0.4801895; steps/sec: 3.94;
FastEstimator-Train: step: 21600; total_loss: 0.5157126; steps/sec: 3.94;
FastEstimator-Train: step: 21700; total_loss: 0.5065852; steps/sec: 3.92;
FastEstimator-Train: step: 21800; total_loss: 0.50852114; steps/sec: 3.93;
FastEstimator-Train: step: 21900; total_loss: 0.49104533; steps/sec: 3.93;
FastEstimator-Train: step: 22000; total_loss: 0.5026947; steps/sec: 3.92;
FastEstimator-Train: step: 22100; total_loss: 0.4314915; steps/sec: 3.96;
FastEstimator-Train: step: 22200; total_loss: 0.5347543; steps/sec: 3.94;
FastEstimator-Train: step: 22300; total_loss: 0.5034281; steps/sec: 3.96;
FastEstimator-Train: step: 22400; total_loss: 0.61971766; steps/sec: 3.95;
FastEstimator-Train: step: 22500; total_loss: 0.460597; steps/sec: 3.93;
FastEstimator-Train: step: 22500; epoch: 15; epoch_time: 381.37 sec;
FastEstimator-Eval: step: 22500; epoch: 15; total_loss: 0.5932858; mAP: 0.14116972219285762; AP50: 0.24978271563476392; AP75: 0.1402256384172657;
FastEstimator-Train: step: 22600; total_loss: 0.4352811; steps/sec: 3.86;
FastEstimator-Train: step: 22700; total_loss: 0.43180045; steps/sec: 3.94;
FastEstimator-Train: step: 22800; total_loss: 0.47173712; steps/sec: 3.94;
FastEstimator-Train: step: 22900; total_loss: 0.44528857; steps/sec: 3.95;
FastEstimator-Train: step: 23000; total_loss: 0.550966; steps/sec: 3.94;
FastEstimator-Train: step: 23100; total_loss: 0.41786337; steps/sec: 3.91;
FastEstimator-Train: step: 23200; total_loss: 0.4513836; steps/sec: 3.93;
FastEstimator-Train: step: 23300; total_loss: 0.5605767; steps/sec: 3.94;
FastEstimator-Train: step: 23400; total_loss: 0.51029146; steps/sec: 3.94;
FastEstimator-Train: step: 23500; total_loss: 0.5068821; steps/sec: 3.93;
FastEstimator-Train: step: 23600; total_loss: 0.4807248; steps/sec: 3.94;
FastEstimator-Train: step: 23700; total_loss: 0.47966707; steps/sec: 3.96;
FastEstimator-Train: step: 23800; total_loss: 0.41324976; steps/sec: 3.96;
FastEstimator-Train: step: 23900; total_loss: 0.51703405; steps/sec: 3.93;
FastEstimator-Train: step: 24000; total_loss: 0.5111239; steps/sec: 3.93;
FastEstimator-Train: step: 24000; epoch: 16; epoch_time: 381.39 sec;
FastEstimator-Eval: step: 24000; epoch: 16; total_loss: 0.59271; mAP: 0.1463958772767077; AP50: 0.257879085147371; AP75: 0.14798780579641352;
FastEstimator-Train: step: 24100; total_loss: 0.40616643; steps/sec: 3.85;
FastEstimator-Train: step: 24200; total_loss: 0.4368831; steps/sec: 3.94;
FastEstimator-Train: step: 24300; total_loss: 0.46474156; steps/sec: 3.93;
FastEstimator-Train: step: 24400; total_loss: 0.499609; steps/sec: 3.94;
FastEstimator-Train: step: 24500; total_loss: 0.4785358; steps/sec: 3.96;
FastEstimator-Train: step: 24600; total_loss: 0.43487662; steps/sec: 3.94;
FastEstimator-Train: step: 24700; total_loss: 0.47522557; steps/sec: 3.94;
FastEstimator-Train: step: 24800; total_loss: 0.44084433; steps/sec: 3.96;
FastEstimator-Train: step: 24900; total_loss: 0.44706598; steps/sec: 3.95;
FastEstimator-Train: step: 25000; total_loss: 0.46773648; steps/sec: 3.94;
FastEstimator-Train: step: 25100; total_loss: 0.5611534; steps/sec: 3.94;
FastEstimator-Train: step: 25200; total_loss: 0.37896475; steps/sec: 3.93;
FastEstimator-Train: step: 25300; total_loss: 0.43690175; steps/sec: 3.93;
FastEstimator-Train: step: 25400; total_loss: 0.49350312; steps/sec: 3.93;
FastEstimator-Train: step: 25500; total_loss: 0.4578348; steps/sec: 3.96;
FastEstimator-Train: step: 25500; epoch: 17; epoch_time: 381.07 sec;
FastEstimator-Eval: step: 25500; epoch: 17; total_loss: 0.58426845; mAP: 0.1483276551908388; AP50: 0.2632385623526636; AP75: 0.14881010260895802;
FastEstimator-Train: step: 25600; total_loss: 0.49082494; steps/sec: 3.83;
FastEstimator-Train: step: 25700; total_loss: 0.43878496; steps/sec: 3.94;
FastEstimator-Train: step: 25800; total_loss: 0.4490101; steps/sec: 3.95;
FastEstimator-Train: step: 25900; total_loss: 0.37766546; steps/sec: 3.96;
FastEstimator-Train: step: 26000; total_loss: 0.44385457; steps/sec: 3.92;
FastEstimator-Train: step: 26100; total_loss: 0.53711474; steps/sec: 3.95;
FastEstimator-Train: step: 26200; total_loss: 0.411659; steps/sec: 3.97;
FastEstimator-Train: step: 26300; total_loss: 0.44472134; steps/sec: 3.95;
FastEstimator-Train: step: 26400; total_loss: 0.40848714; steps/sec: 3.96;
FastEstimator-Train: step: 26500; total_loss: 0.524077; steps/sec: 3.95;
FastEstimator-Train: step: 26600; total_loss: 0.44768023; steps/sec: 3.93;
FastEstimator-Train: step: 26700; total_loss: 0.42221075; steps/sec: 3.96;
FastEstimator-Train: step: 26800; total_loss: 0.5291792; steps/sec: 3.94;
FastEstimator-Train: step: 26900; total_loss: 0.38960904; steps/sec: 3.92;
FastEstimator-Train: step: 27000; total_loss: 0.4059354; steps/sec: 3.94;
FastEstimator-Train: step: 27000; epoch: 18; epoch_time: 380.94 sec;
FastEstimator-Eval: step: 27000; epoch: 18; total_loss: 0.58302677; mAP: 0.15013021983899658; AP50: 0.2634632046499337; AP75: 0.1495514430670352;
FastEstimator-Train: step: 27100; total_loss: 0.432957; steps/sec: 3.85;
FastEstimator-Train: step: 27200; total_loss: 0.44618163; steps/sec: 3.95;
FastEstimator-Train: step: 27300; total_loss: 0.43521655; steps/sec: 3.95;
FastEstimator-Train: step: 27400; total_loss: 0.42498815; steps/sec: 3.96;
FastEstimator-Train: step: 27500; total_loss: 0.34928715; steps/sec: 3.96;
FastEstimator-Train: step: 27600; total_loss: 0.40037793; steps/sec: 3.94;
FastEstimator-Train: step: 27700; total_loss: 0.43583828; steps/sec: 3.95;
FastEstimator-Train: step: 27800; total_loss: 0.53103036; steps/sec: 3.94;
FastEstimator-Train: step: 27900; total_loss: 0.42976332; steps/sec: 3.94;
FastEstimator-Train: step: 28000; total_loss: 0.3669581; steps/sec: 3.93;
FastEstimator-Train: step: 28100; total_loss: 0.41016167; steps/sec: 3.94;
FastEstimator-Train: step: 28200; total_loss: 0.51057005; steps/sec: 3.95;
FastEstimator-Train: step: 28300; total_loss: 0.47055423; steps/sec: 3.91;
FastEstimator-Train: step: 28400; total_loss: 0.5686557; steps/sec: 3.93;
FastEstimator-Train: step: 28500; total_loss: 0.44866163; steps/sec: 3.92;
FastEstimator-Train: step: 28500; epoch: 19; epoch_time: 381.29 sec;
FastEstimator-Eval: step: 28500; epoch: 19; total_loss: 0.5796336; mAP: 0.15269582831394823; AP50: 0.26620155134255835; AP75: 0.15330558149821383;
FastEstimator-Train: step: 28600; total_loss: 0.3536381; steps/sec: 3.85;
FastEstimator-Train: step: 28700; total_loss: 0.45030653; steps/sec: 3.96;
FastEstimator-Train: step: 28800; total_loss: 0.48845902; steps/sec: 3.95;
FastEstimator-Train: step: 28900; total_loss: 0.3972626; steps/sec: 3.95;
FastEstimator-Train: step: 29000; total_loss: 0.44948035; steps/sec: 3.94;
FastEstimator-Train: step: 29100; total_loss: 0.46375492; steps/sec: 3.95;
FastEstimator-Train: step: 29200; total_loss: 0.3595898; steps/sec: 3.94;
