FastEstimator-Start: step: 1; num_device: 1; logging_interval: 100;
FastEstimator-Train: step: 2300; total_loss: 0.95688057; steps/sec: 4.11;
FastEstimator-Train: step: 2400; total_loss: 0.9390545; steps/sec: 4.11;
FastEstimator-Train: step: 2500; total_loss: 0.9205638; steps/sec: 4.11;
FastEstimator-Train: step: 2600; total_loss: 0.9361092; steps/sec: 4.1;
FastEstimator-Train: step: 2700; total_loss: 1.0087723; steps/sec: 4.11;
FastEstimator-Train: step: 2800; total_loss: 0.851033; steps/sec: 3.99;
FastEstimator-Train: step: 2900; total_loss: 0.87557346; steps/sec: 4.11;
FastEstimator-Train: step: 3000; total_loss: 0.7927711; steps/sec: 4.11;
FastEstimator-Train: step: 3000; epoch: 2; epoch_time: 366.64 sec;
FastEstimator-Eval: step: 3000; epoch: 2; total_loss: 0.9032089; mAP: 0.02558488308318064; AP50: 0.049770139010310126; AP75: 0.024531343838165007;
FastEstimator-Train: step: 3100; total_loss: 0.7810935; steps/sec: 3.97;
FastEstimator-Train: step: 3200; total_loss: 0.8076395; steps/sec: 4.11;
FastEstimator-Train: step: 3300; total_loss: 0.91044515; steps/sec: 4.11;
FastEstimator-Train: step: 3400; total_loss: 0.76963854; steps/sec: 4.1;
FastEstimator-Train: step: 3500; total_loss: 0.8096328; steps/sec: 4.1;
FastEstimator-Train: step: 3600; total_loss: 0.8776951; steps/sec: 4.12;
FastEstimator-Train: step: 3700; total_loss: 0.7260914; steps/sec: 4.11;
FastEstimator-Train: step: 3800; total_loss: 0.8235515; steps/sec: 4.11;
FastEstimator-Train: step: 3900; total_loss: 0.6996357; steps/sec: 4.11;
FastEstimator-Train: step: 4000; total_loss: 0.87666285; steps/sec: 4.11;
FastEstimator-Train: step: 4100; total_loss: 0.7901633; steps/sec: 4.11;
FastEstimator-Train: step: 4200; total_loss: 0.68816304; steps/sec: 4.1;
FastEstimator-Train: step: 4300; total_loss: 0.7613653; steps/sec: 4.1;
FastEstimator-Train: step: 4400; total_loss: 0.85693824; steps/sec: 4.11;
FastEstimator-Train: step: 4500; total_loss: 0.71011376; steps/sec: 4.11;
FastEstimator-Train: step: 4500; epoch: 3; epoch_time: 366.0 sec;
FastEstimator-Eval: step: 4500; epoch: 3; total_loss: 0.76371104; mAP: 0.06857371892420666; AP50: 0.12997578999088297; AP75: 0.06533271663722351;
FastEstimator-Train: step: 4600; total_loss: 0.72648036; steps/sec: 3.97;
FastEstimator-Train: step: 4700; total_loss: 0.775949; steps/sec: 4.1;
FastEstimator-Train: step: 4800; total_loss: 0.74871194; steps/sec: 4.11;
FastEstimator-Train: step: 4900; total_loss: 0.6828228; steps/sec: 4.11;
FastEstimator-Train: step: 5000; total_loss: 0.7544235; steps/sec: 4.12;
FastEstimator-Train: step: 5100; total_loss: 0.7219557; steps/sec: 4.1;
FastEstimator-Train: step: 5200; total_loss: 0.70681477; steps/sec: 4.12;
FastEstimator-Train: step: 5300; total_loss: 0.81311476; steps/sec: 4.11;
FastEstimator-Train: step: 5400; total_loss: 0.71431506; steps/sec: 4.1;
FastEstimator-Train: step: 5500; total_loss: 0.73660386; steps/sec: 4.11;
FastEstimator-Train: step: 5600; total_loss: 0.6482408; steps/sec: 4.11;
FastEstimator-Train: step: 5700; total_loss: 0.6672132; steps/sec: 4.11;
FastEstimator-Train: step: 5800; total_loss: 0.64945996; steps/sec: 4.11;
FastEstimator-Train: step: 5900; total_loss: 0.6574868; steps/sec: 4.11;
FastEstimator-Train: step: 6000; total_loss: 0.6347321; steps/sec: 4.11;
FastEstimator-Train: step: 6000; epoch: 4; epoch_time: 365.93 sec;
FastEstimator-Eval: step: 6000; epoch: 4; total_loss: 0.69782066; mAP: 0.09028283021652009; AP50: 0.1645947948114623; AP75: 0.09112468299707381;
FastEstimator-Train: step: 6100; total_loss: 0.7770265; steps/sec: 3.97;
FastEstimator-Train: step: 6200; total_loss: 0.7369993; steps/sec: 4.12;
FastEstimator-Train: step: 6300; total_loss: 0.661942; steps/sec: 4.12;
FastEstimator-Train: step: 6400; total_loss: 0.61881346; steps/sec: 4.11;
FastEstimator-Train: step: 6500; total_loss: 0.6643975; steps/sec: 4.11;
FastEstimator-Train: step: 6600; total_loss: 0.73816204; steps/sec: 4.11;
FastEstimator-Train: step: 6700; total_loss: 0.6608695; steps/sec: 4.12;
FastEstimator-Train: step: 6800; total_loss: 0.5943055; steps/sec: 4.1;
FastEstimator-Train: step: 6900; total_loss: 0.65646863; steps/sec: 4.11;
FastEstimator-Train: step: 7000; total_loss: 0.5713938; steps/sec: 4.1;
FastEstimator-Train: step: 7100; total_loss: 0.5992458; steps/sec: 4.1;
FastEstimator-Train: step: 7200; total_loss: 0.6681057; steps/sec: 4.11;
FastEstimator-Train: step: 7300; total_loss: 0.71448374; steps/sec: 4.11;
FastEstimator-Train: step: 7400; total_loss: 0.65535647; steps/sec: 4.11;
FastEstimator-Train: step: 7500; total_loss: 0.6610857; steps/sec: 4.11;
FastEstimator-Train: step: 7500; epoch: 5; epoch_time: 365.93 sec;
FastEstimator-Eval: step: 7500; epoch: 5; total_loss: 0.69072235; mAP: 0.0970775641188986; AP50: 0.176332182795604; AP75: 0.09677070457154421;
FastEstimator-Train: step: 7600; total_loss: 0.7220603; steps/sec: 3.94;
FastEstimator-Train: step: 7700; total_loss: 0.6553665; steps/sec: 4.11;
FastEstimator-Train: step: 7800; total_loss: 0.6686871; steps/sec: 4.11;
FastEstimator-Train: step: 7900; total_loss: 0.5875394; steps/sec: 4.11;
FastEstimator-Train: step: 8000; total_loss: 0.6524316; steps/sec: 4.12;
FastEstimator-Train: step: 8100; total_loss: 0.6485542; steps/sec: 4.01;
FastEstimator-Train: step: 8200; total_loss: 0.528037; steps/sec: 4.11;
FastEstimator-Train: step: 8300; total_loss: 0.58948815; steps/sec: 4.11;
FastEstimator-Train: step: 8400; total_loss: 0.6418855; steps/sec: 4.11;
FastEstimator-Train: step: 8500; total_loss: 0.57810867; steps/sec: 4.12;
FastEstimator-Train: step: 8600; total_loss: 0.5964658; steps/sec: 4.11;
FastEstimator-Train: step: 8700; total_loss: 0.5667707; steps/sec: 4.12;
FastEstimator-Train: step: 8800; total_loss: 0.7027539; steps/sec: 4.1;
FastEstimator-Train: step: 8900; total_loss: 0.6850165; steps/sec: 4.11;
FastEstimator-Train: step: 9000; total_loss: 0.54964364; steps/sec: 4.12;
FastEstimator-Train: step: 9000; epoch: 6; epoch_time: 366.35 sec;
FastEstimator-Eval: step: 9000; epoch: 6; total_loss: 0.65438724; mAP: 0.11052583616844877; AP50: 0.19966695388052572; AP75: 0.1102846037055128;
FastEstimator-Train: step: 9100; total_loss: 0.5868161; steps/sec: 3.97;
FastEstimator-Train: step: 9200; total_loss: 0.54338455; steps/sec: 4.11;
FastEstimator-Train: step: 9300; total_loss: 0.68634224; steps/sec: 4.11;
FastEstimator-Train: step: 9400; total_loss: 0.7414538; steps/sec: 4.11;
FastEstimator-Train: step: 9500; total_loss: 0.5402055; steps/sec: 4.11;
FastEstimator-Train: step: 9600; total_loss: 0.7347629; steps/sec: 4.11;
FastEstimator-Train: step: 9700; total_loss: 0.5769596; steps/sec: 4.1;
FastEstimator-Train: step: 9800; total_loss: 0.54419774; steps/sec: 4.11;
FastEstimator-Train: step: 9900; total_loss: 0.5254199; steps/sec: 4.11;
FastEstimator-Train: step: 10000; total_loss: 0.68641824; steps/sec: 4.11;
FastEstimator-Train: step: 10100; total_loss: 0.58130103; steps/sec: 4.1;
FastEstimator-Train: step: 10200; total_loss: 0.5737274; steps/sec: 4.11;
FastEstimator-Train: step: 10300; total_loss: 0.6135069; steps/sec: 4.12;
FastEstimator-Train: step: 10400; total_loss: 0.5461229; steps/sec: 4.11;
FastEstimator-Train: step: 10500; total_loss: 0.62862194; steps/sec: 4.11;
FastEstimator-Train: step: 10500; epoch: 7; epoch_time: 365.9 sec;
FastEstimator-Eval: step: 10500; epoch: 7; total_loss: 0.6356241; mAP: 0.12116297964037644; AP50: 0.21614013389895245; AP75: 0.12310577663954486;
FastEstimator-Train: step: 10600; total_loss: 0.7055743; steps/sec: 3.97;
FastEstimator-Train: step: 10700; total_loss: 0.6327274; steps/sec: 4.12;
FastEstimator-Train: step: 10800; total_loss: 0.7659919; steps/sec: 4.12;
FastEstimator-Train: step: 10900; total_loss: 0.45247158; steps/sec: 4.1;
FastEstimator-Train: step: 11000; total_loss: 0.6343228; steps/sec: 4.12;
FastEstimator-Train: step: 11100; total_loss: 0.5630515; steps/sec: 4.11;
FastEstimator-Train: step: 11200; total_loss: 0.56582445; steps/sec: 4.12;
FastEstimator-Train: step: 11300; total_loss: 0.49605763; steps/sec: 4.11;
FastEstimator-Train: step: 11400; total_loss: 0.5190187; steps/sec: 4.11;
FastEstimator-Train: step: 11500; total_loss: 0.59647924; steps/sec: 4.12;
FastEstimator-Train: step: 11600; total_loss: 0.5626183; steps/sec: 4.1;
FastEstimator-Train: step: 11700; total_loss: 0.6113666; steps/sec: 4.11;
FastEstimator-Train: step: 11800; total_loss: 0.5965519; steps/sec: 4.11;
FastEstimator-Train: step: 11900; total_loss: 0.56027365; steps/sec: 4.11;
FastEstimator-Train: step: 12000; total_loss: 0.50285167; steps/sec: 4.11;
FastEstimator-Train: step: 12000; epoch: 8; epoch_time: 365.6 sec;
FastEstimator-Eval: step: 12000; epoch: 8; total_loss: 0.64635015; mAP: 0.1173006563786719; AP50: 0.20730146502556726; AP75: 0.1170973241304142;
FastEstimator-Train: step: 12100; total_loss: 0.55285984; steps/sec: 3.96;
FastEstimator-Train: step: 12200; total_loss: 0.5905026; steps/sec: 4.12;
FastEstimator-Train: step: 12300; total_loss: 0.5593213; steps/sec: 4.11;
FastEstimator-Train: step: 12400; total_loss: 0.5916673; steps/sec: 4.11;
FastEstimator-Train: step: 12500; total_loss: 0.49872822; steps/sec: 4.11;
FastEstimator-Train: step: 12600; total_loss: 0.51191425; steps/sec: 4.1;
FastEstimator-Train: step: 12700; total_loss: 0.671224; steps/sec: 4.11;
FastEstimator-Train: step: 12800; total_loss: 0.57607055; steps/sec: 4.12;
FastEstimator-Train: step: 12900; total_loss: 0.46065098; steps/sec: 4.11;
FastEstimator-Train: step: 13000; total_loss: 0.47124106; steps/sec: 4.11;
FastEstimator-Train: step: 13100; total_loss: 0.5533129; steps/sec: 4.11;
FastEstimator-Train: step: 13200; total_loss: 0.5338455; steps/sec: 4.1;
FastEstimator-Train: step: 13300; total_loss: 0.50168043; steps/sec: 4.12;
FastEstimator-Train: step: 13400; total_loss: 0.5520643; steps/sec: 4.1;
FastEstimator-Train: step: 13500; total_loss: 0.8683758; steps/sec: 4.11;
FastEstimator-Train: step: 13500; epoch: 9; epoch_time: 365.89 sec;
FastEstimator-Eval: step: 13500; epoch: 9; total_loss: 0.6405156; mAP: 0.1271712575706933; AP50: 0.2223517198604826; AP75: 0.12981365064163167;
FastEstimator-Train: step: 13600; total_loss: 0.519247; steps/sec: 3.96;
FastEstimator-Train: step: 13700; total_loss: 0.5645221; steps/sec: 4.11;
FastEstimator-Train: step: 13800; total_loss: 0.69906443; steps/sec: 4.11;
FastEstimator-Train: step: 13900; total_loss: 0.57493263; steps/sec: 4.11;
FastEstimator-Train: step: 14000; total_loss: 0.45986974; steps/sec: 4.11;
FastEstimator-Train: step: 14100; total_loss: 0.5284267; steps/sec: 4.12;
FastEstimator-Train: step: 14200; total_loss: 0.46642527; steps/sec: 4.11;
FastEstimator-Train: step: 14300; total_loss: 0.50031036; steps/sec: 4.11;
FastEstimator-Train: step: 14400; total_loss: 0.4838921; steps/sec: 4.11;
FastEstimator-Train: step: 14500; total_loss: 0.5622612; steps/sec: 4.12;
FastEstimator-Train: step: 14600; total_loss: 0.5076401; steps/sec: 4.12;
FastEstimator-Train: step: 14700; total_loss: 0.4587585; steps/sec: 4.12;
FastEstimator-Train: step: 14800; total_loss: 0.47389334; steps/sec: 4.11;
FastEstimator-Train: step: 14900; total_loss: 0.682933; steps/sec: 4.11;
FastEstimator-Train: step: 15000; total_loss: 0.54512197; steps/sec: 4.09;
FastEstimator-Train: step: 15000; epoch: 10; epoch_time: 365.87 sec;
FastEstimator-Eval: step: 15000; epoch: 10; total_loss: 0.6330943; mAP: 0.12754819821462346; AP50: 0.22439929343801315; AP75: 0.12869787768590676;
FastEstimator-Train: step: 15100; total_loss: 0.51632124; steps/sec: 3.95;
FastEstimator-Train: step: 15200; total_loss: 0.46101052; steps/sec: 4.12;
FastEstimator-Train: step: 15300; total_loss: 0.59646714; steps/sec: 4.11;
FastEstimator-Train: step: 15400; total_loss: 0.5144632; steps/sec: 4.12;
FastEstimator-Train: step: 15500; total_loss: 0.56800526; steps/sec: 4.12;
FastEstimator-Train: step: 15600; total_loss: 0.5266434; steps/sec: 4.11;
FastEstimator-Train: step: 15700; total_loss: 0.5096096; steps/sec: 4.1;
FastEstimator-Train: step: 15800; total_loss: 0.5300615; steps/sec: 4.1;
FastEstimator-Train: step: 15900; total_loss: 0.5913553; steps/sec: 4.11;
FastEstimator-Train: step: 16000; total_loss: 0.6009599; steps/sec: 4.11;
FastEstimator-Train: step: 16100; total_loss: 0.45269623; steps/sec: 4.11;
FastEstimator-Train: step: 16200; total_loss: 0.66812134; steps/sec: 4.11;
FastEstimator-Train: step: 16300; total_loss: 0.50178957; steps/sec: 4.12;
FastEstimator-Train: step: 16400; total_loss: 0.5127357; steps/sec: 4.12;
FastEstimator-Train: step: 16500; total_loss: 0.51664066; steps/sec: 4.11;
FastEstimator-Train: step: 16500; epoch: 11; epoch_time: 365.85 sec;
FastEstimator-Eval: step: 16500; epoch: 11; total_loss: 0.6092124; mAP: 0.13647594892053957; AP50: 0.23973886526657284; AP75: 0.13982262264155296;
FastEstimator-Train: step: 16600; total_loss: 0.5968274; steps/sec: 3.97;
FastEstimator-Train: step: 16700; total_loss: 0.50000834; steps/sec: 4.12;
FastEstimator-Train: step: 16800; total_loss: 0.61640334; steps/sec: 4.11;
FastEstimator-Train: step: 16900; total_loss: 0.52583075; steps/sec: 4.1;
FastEstimator-Train: step: 17000; total_loss: 0.48494735; steps/sec: 4.11;
FastEstimator-Train: step: 17100; total_loss: 0.4358319; steps/sec: 4.12;
FastEstimator-Train: step: 17200; total_loss: 0.53587174; steps/sec: 4.12;
FastEstimator-Train: step: 17300; total_loss: 0.45379865; steps/sec: 4.11;
FastEstimator-Train: step: 17400; total_loss: 0.47784436; steps/sec: 4.11;
FastEstimator-Train: step: 17500; total_loss: 0.6247807; steps/sec: 4.12;
FastEstimator-Train: step: 17600; total_loss: 0.4935622; steps/sec: 4.11;
FastEstimator-Train: step: 17700; total_loss: 0.5632221; steps/sec: 4.12;
FastEstimator-Train: step: 17800; total_loss: 0.4694724; steps/sec: 4.11;
FastEstimator-Train: step: 17900; total_loss: 0.50229603; steps/sec: 4.11;
FastEstimator-Train: step: 18000; total_loss: 0.45532513; steps/sec: 4.11;
FastEstimator-Train: step: 18000; epoch: 12; epoch_time: 365.59 sec;
FastEstimator-Eval: step: 18000; epoch: 12; total_loss: 0.60530704; mAP: 0.13882222258353294; AP50: 0.24278102564470413; AP75: 0.1413384561903834;
FastEstimator-Train: step: 18100; total_loss: 0.5467848; steps/sec: 3.96;
FastEstimator-Train: step: 18200; total_loss: 0.43647227; steps/sec: 4.12;
FastEstimator-Train: step: 18300; total_loss: 0.47995287; steps/sec: 4.12;
FastEstimator-Train: step: 18400; total_loss: 0.42504373; steps/sec: 4.1;
FastEstimator-Train: step: 18500; total_loss: 0.56645155; steps/sec: 4.11;
FastEstimator-Train: step: 18600; total_loss: 0.50122017; steps/sec: 4.11;
FastEstimator-Train: step: 18700; total_loss: 0.6478122; steps/sec: 4.11;
FastEstimator-Train: step: 18800; total_loss: 0.54766005; steps/sec: 4.11;
FastEstimator-Train: step: 18900; total_loss: 0.46730083; steps/sec: 4.11;
FastEstimator-Train: step: 19000; total_loss: 0.5286777; steps/sec: 4.11;
FastEstimator-Train: step: 19100; total_loss: 0.4627741; steps/sec: 4.12;
FastEstimator-Train: step: 19200; total_loss: 0.523769; steps/sec: 4.12;
FastEstimator-Train: step: 19300; total_loss: 0.52684474; steps/sec: 4.09;
FastEstimator-Train: step: 19400; total_loss: 0.47131872; steps/sec: 4.11;
FastEstimator-Train: step: 19500; total_loss: 0.39104939; steps/sec: 4.1;
FastEstimator-Train: step: 19500; epoch: 13; epoch_time: 365.93 sec;
FastEstimator-Eval: step: 19500; epoch: 13; total_loss: 0.5801558; mAP: 0.1428072908258867; AP50: 0.24992809983202477; AP75: 0.1447017706161373;
FastEstimator-Train: step: 19600; total_loss: 0.47673482; steps/sec: 3.96;
FastEstimator-Train: step: 19700; total_loss: 0.51336646; steps/sec: 4.12;
FastEstimator-Train: step: 19800; total_loss: 0.5033761; steps/sec: 4.11;
FastEstimator-Train: step: 19900; total_loss: 0.44338655; steps/sec: 4.11;
FastEstimator-Train: step: 20000; total_loss: 0.4517392; steps/sec: 4.11;
FastEstimator-Train: step: 20100; total_loss: 0.44019333; steps/sec: 4.1;
FastEstimator-Train: step: 20200; total_loss: 0.47333053; steps/sec: 4.11;
FastEstimator-Train: step: 20300; total_loss: 0.49539357; steps/sec: 4.11;
FastEstimator-Train: step: 20400; total_loss: 0.5007858; steps/sec: 4.11;
FastEstimator-Train: step: 20500; total_loss: 0.5721476; steps/sec: 4.12;
FastEstimator-Train: step: 20600; total_loss: 0.48341638; steps/sec: 4.11;
FastEstimator-Train: step: 20700; total_loss: 0.42142665; steps/sec: 4.11;
FastEstimator-Train: step: 20800; total_loss: 0.45444447; steps/sec: 4.11;
FastEstimator-Train: step: 20900; total_loss: 0.55907375; steps/sec: 4.1;
FastEstimator-Train: step: 21000; total_loss: 0.5461249; steps/sec: 4.11;
FastEstimator-Train: step: 21000; epoch: 14; epoch_time: 365.91 sec;
FastEstimator-Eval: step: 21000; epoch: 14; total_loss: 0.58605605; mAP: 0.14353140793115518; AP50: 0.25085796235466545; AP75: 0.14478691345409625;
FastEstimator-Train: step: 21100; total_loss: 0.45302618; steps/sec: 3.97;
FastEstimator-Train: step: 21200; total_loss: 0.4850788; steps/sec: 4.12;
FastEstimator-Train: step: 21300; total_loss: 0.404242; steps/sec: 4.12;
FastEstimator-Train: step: 21400; total_loss: 0.46040148; steps/sec: 4.12;
FastEstimator-Train: step: 21500; total_loss: 0.52067554; steps/sec: 4.12;
FastEstimator-Train: step: 21600; total_loss: 0.4748883; steps/sec: 4.11;
FastEstimator-Train: step: 21700; total_loss: 0.43820435; steps/sec: 4.11;
FastEstimator-Train: step: 21800; total_loss: 0.45782363; steps/sec: 4.12;
FastEstimator-Train: step: 21900; total_loss: 0.47366515; steps/sec: 4.11;
FastEstimator-Train: step: 22000; total_loss: 0.53028816; steps/sec: 4.11;
FastEstimator-Train: step: 22100; total_loss: 0.34619498; steps/sec: 4.11;
FastEstimator-Train: step: 22200; total_loss: 0.40064445; steps/sec: 4.1;
FastEstimator-Train: step: 22300; total_loss: 0.3581835; steps/sec: 4.1;
FastEstimator-Train: step: 22400; total_loss: 0.41998288; steps/sec: 4.11;
FastEstimator-Train: step: 22500; total_loss: 0.44427264; steps/sec: 4.11;
FastEstimator-Train: step: 22500; epoch: 15; epoch_time: 365.67 sec;
FastEstimator-Eval: step: 22500; epoch: 15; total_loss: 0.5875633; mAP: 0.14536172918605372; AP50: 0.25323099970157825; AP75: 0.14640069226187347;
FastEstimator-Train: step: 22600; total_loss: 0.4485739; steps/sec: 3.97;
FastEstimator-Train: step: 22700; total_loss: 0.43743923; steps/sec: 4.11;
FastEstimator-Train: step: 22800; total_loss: 0.45290762; steps/sec: 4.12;
FastEstimator-Train: step: 22900; total_loss: 0.48919854; steps/sec: 4.11;
FastEstimator-Train: step: 23000; total_loss: 0.4563449; steps/sec: 4.11;
FastEstimator-Train: step: 23100; total_loss: 0.5184176; steps/sec: 4.11;
FastEstimator-Train: step: 23200; total_loss: 0.43709493; steps/sec: 4.1;
FastEstimator-Train: step: 23300; total_loss: 0.46083516; steps/sec: 4.12;
FastEstimator-Train: step: 23400; total_loss: 0.45153278; steps/sec: 4.12;
FastEstimator-Train: step: 23500; total_loss: 0.4659279; steps/sec: 4.11;
FastEstimator-Train: step: 23600; total_loss: 0.50459766; steps/sec: 4.12;
FastEstimator-Train: step: 23700; total_loss: 0.50757134; steps/sec: 4.11;
FastEstimator-Train: step: 23800; total_loss: 0.39487916; steps/sec: 4.12;
FastEstimator-Train: step: 23900; total_loss: 0.5078188; steps/sec: 4.1;
FastEstimator-Train: step: 24000; total_loss: 0.43668202; steps/sec: 4.11;
FastEstimator-Train: step: 24000; epoch: 16; epoch_time: 365.73 sec;
FastEstimator-Eval: step: 24000; epoch: 16; total_loss: 0.58892304; mAP: 0.1516797900532104; AP50: 0.26381151454484425; AP75: 0.15204813481315255;
FastEstimator-Train: step: 24100; total_loss: 0.48696446; steps/sec: 3.95;
FastEstimator-Train: step: 24200; total_loss: 0.32915297; steps/sec: 4.11;
FastEstimator-Train: step: 24300; total_loss: 0.4298318; steps/sec: 4.11;
FastEstimator-Train: step: 24400; total_loss: 0.37758273; steps/sec: 4.11;
FastEstimator-Train: step: 24500; total_loss: 0.4500579; steps/sec: 4.11;
FastEstimator-Train: step: 24600; total_loss: 0.34610635; steps/sec: 4.12;
FastEstimator-Train: step: 24700; total_loss: 0.36644995; steps/sec: 4.11;
FastEstimator-Train: step: 24800; total_loss: 0.4374048; steps/sec: 3.97;
FastEstimator-Train: step: 24900; total_loss: 0.5105915; steps/sec: 4.11;
FastEstimator-Train: step: 25000; total_loss: 0.4319876; steps/sec: 4.11;
FastEstimator-Train: step: 25100; total_loss: 0.48970565; steps/sec: 4.11;
FastEstimator-Train: step: 25200; total_loss: 0.47323066; steps/sec: 4.11;
FastEstimator-Train: step: 25300; total_loss: 0.50470704; steps/sec: 4.11;
FastEstimator-Train: step: 25400; total_loss: 0.54479706; steps/sec: 4.11;
FastEstimator-Train: step: 25500; total_loss: 0.39337552; steps/sec: 4.1;
FastEstimator-Train: step: 25500; epoch: 17; epoch_time: 366.87 sec;
FastEstimator-Eval: step: 25500; epoch: 17; total_loss: 0.5826424; mAP: 0.1512548742217505; AP50: 0.26229767563738526; AP75: 0.15358441370808845;
FastEstimator-Train: step: 25600; total_loss: 0.43083555; steps/sec: 3.95;
FastEstimator-Train: step: 25700; total_loss: 0.4439631; steps/sec: 4.11;
FastEstimator-Train: step: 25800; total_loss: 0.35818344; steps/sec: 4.12;
FastEstimator-Train: step: 25900; total_loss: 0.5079684; steps/sec: 4.12;
FastEstimator-Train: step: 26000; total_loss: 0.36800805; steps/sec: 4.12;
FastEstimator-Train: step: 26100; total_loss: 0.4825632; steps/sec: 4.11;
FastEstimator-Train: step: 26200; total_loss: 0.37332594; steps/sec: 4.11;
FastEstimator-Train: step: 26300; total_loss: 0.39165643; steps/sec: 4.11;
FastEstimator-Train: step: 26400; total_loss: 0.43799242; steps/sec: 4.12;
FastEstimator-Train: step: 26500; total_loss: 0.4083257; steps/sec: 4.11;
FastEstimator-Train: step: 26600; total_loss: 0.4863683; steps/sec: 4.1;
FastEstimator-Train: step: 26700; total_loss: 0.5029806; steps/sec: 4.11;
FastEstimator-Train: step: 26800; total_loss: 0.40185517; steps/sec: 4.1;
FastEstimator-Train: step: 26900; total_loss: 0.3780371; steps/sec: 4.0;
FastEstimator-Train: step: 27000; total_loss: 0.44688487; steps/sec: 4.11;
FastEstimator-Train: step: 27000; epoch: 18; epoch_time: 366.42 sec;
FastEstimator-Eval: step: 27000; epoch: 18; total_loss: 0.5764866; mAP: 0.15332792722703117; AP50: 0.2657722645910878; AP75: 0.1559003022603368;
FastEstimator-Train: step: 27100; total_loss: 0.42992324; steps/sec: 3.95;
FastEstimator-Train: step: 27200; total_loss: 0.3992969; steps/sec: 4.11;
FastEstimator-Train: step: 27300; total_loss: 0.43231207; steps/sec: 4.11;
FastEstimator-Train: step: 27400; total_loss: 0.38204035; steps/sec: 4.11;
FastEstimator-Train: step: 27500; total_loss: 0.4423711; steps/sec: 4.12;
FastEstimator-Train: step: 27600; total_loss: 0.39036053; steps/sec: 4.12;
FastEstimator-Train: step: 27700; total_loss: 0.3987308; steps/sec: 4.11;
FastEstimator-Train: step: 27800; total_loss: 0.3954204; steps/sec: 4.11;
FastEstimator-Train: step: 27900; total_loss: 0.4884108; steps/sec: 4.11;
FastEstimator-Train: step: 28000; total_loss: 0.48676264; steps/sec: 4.1;
FastEstimator-Train: step: 28100; total_loss: 0.5019895; steps/sec: 4.11;
FastEstimator-Train: step: 28200; total_loss: 0.490863; steps/sec: 4.12;
FastEstimator-Train: step: 28300; total_loss: 0.46937472; steps/sec: 4.12;
FastEstimator-Train: step: 28400; total_loss: 0.45921066; steps/sec: 4.11;
FastEstimator-Train: step: 28500; total_loss: 0.40678197; steps/sec: 4.11;
FastEstimator-Train: step: 28500; epoch: 19; epoch_time: 365.84 sec;
FastEstimator-Eval: step: 28500; epoch: 19; total_loss: 0.5733593; mAP: 0.15387040479726447; AP50: 0.2678025878657725; AP75: 0.15765364615288818;
FastEstimator-Train: step: 28600; total_loss: 0.38038278; steps/sec: 3.96;
FastEstimator-Train: step: 28700; total_loss: 0.43231833; steps/sec: 4.12;
FastEstimator-Train: step: 28800; total_loss: 0.40542957; steps/sec: 4.11;
FastEstimator-Train: step: 28900; total_loss: 0.4541735; steps/sec: 4.11;
FastEstimator-Train: step: 29000; total_loss: 0.39294183; steps/sec: 4.1;
FastEstimator-Train: step: 29100; total_loss: 0.5068751; steps/sec: 4.11;
FastEstimator-Train: step: 29200; total_loss: 0.40390986; steps/sec: 4.11;
